Country,Income_group,Code,Year,Cereal_energy_share,GDP,Population
Algeria,Lower middle income,DZA,1989,,,24889516
Algeria,Lower middle income,DZA,1874,,,3601937
Algeria,Lower middle income,DZA,2021,,,44177964
Algeria,Lower middle income,DZA,1952,,,9521703
Algeria,Lower middle income,DZA,1971,,,14110269
Algeria,Lower middle income,DZA,2011,57,11078.228515625,36543548
Algeria,Lower middle income,DZA,1990,,8746.3408203125,25518074
Algeria,Lower middle income,DZA,1831,,,2742872
Algeria,Lower middle income,DZA,1870,,,3461795
Algeria,Lower middle income,DZA,1976,,,16500516
Algeria,Lower middle income,DZA,1946,,,8337943
Algeria,Lower middle income,DZA,1847,,,2823150
Algeria,Lower middle income,DZA,2000,61,8710.4443359375,30774624
Algeria,Lower middle income,DZA,2001,60,8855.0087890625,31200984
Algeria,Lower middle income,DZA,1800,,,2500000
Algeria,Lower middle income,DZA,1802,,,2518286
Algeria,Lower middle income,DZA,1803,,,2527479
Algeria,Lower middle income,DZA,2019,,11521.984375,42705372
Algeria,Lower middle income,DZA,1840,,,2787744
Algeria,Lower middle income,DZA,1841,,,2792774
Algeria,Lower middle income,DZA,1958,,,10933788
Algeria,Lower middle income,DZA,1869,,,3427620
Algeria,Lower middle income,DZA,1945,,,8214538
Algeria,Lower middle income,DZA,1830,,,2737931
Algeria,Lower middle income,DZA,1859,,,3103881
Algeria,Lower middle income,DZA,1845,,,2812989
Algeria,Lower middle income,DZA,1848,,,2828245
Algeria,Lower middle income,DZA,1986,,,22882560
Algeria,Lower middle income,DZA,1981,,,19351356
Algeria,Lower middle income,DZA,1951,,,9271741
Algeria,Lower middle income,DZA,2008,58,10796.888671875,34569592
Algeria,Lower middle income,DZA,2006,59,10527.4091796875,33435082
Algeria,Lower middle income,DZA,1982,,,20000098
Algeria,Lower middle income,DZA,1842,,,2797814
Algeria,Lower middle income,DZA,1991,,8431.3779296875,26133906
Algeria,Lower middle income,DZA,1957,,,10703259
Algeria,Lower middle income,DZA,1975,,,15724698
Algeria,Lower middle income,DZA,1955,,,10242297
Algeria,Lower middle income,DZA,1819,,,2678262
Algeria,Lower middle income,DZA,1820,,,2686052
Algeria,Lower middle income,DZA,1850,,,2852648
Algeria,Lower middle income,DZA,1950,,,9019866
Algeria,Lower middle income,DZA,1915,,,5588466
Algeria,Lower middle income,DZA,1916,,,5615995
Algeria,Lower middle income,DZA,1876,,,3674121
Algeria,Lower middle income,DZA,2010,58,10970.6923828125,35856348
Algeria,Lower middle income,DZA,2009,58,10782.34765625,35196040
Algeria,Lower middle income,DZA,-10000,,,12090
Algeria,Lower middle income,DZA,1956,,,10473167
Algeria,Lower middle income,DZA,1860,,,3134829
Algeria,Lower middle income,DZA,1844,,,2807921
Algeria,Lower middle income,DZA,1770,,,2297738
Algeria,Lower middle income,DZA,-5000,,,155482
Algeria,Lower middle income,DZA,1821,,,2692874
Algeria,Lower middle income,DZA,1948,,,8590341
Algeria,Lower middle income,DZA,1979,,,18166982
Algeria,Lower middle income,DZA,1855,,,2983114
Algeria,Lower middle income,DZA,1856,,,3012858
Algeria,Lower middle income,DZA,2018,,11630.6796875,41927008
Algeria,Lower middle income,DZA,2020,,10735.3828125,43451668
Algeria,Lower middle income,DZA,1858,,,3073238
Algeria,Lower middle income,DZA,1843,,,2802863
Algeria,Lower middle income,DZA,1829,,,2732999
Algeria,Lower middle income,DZA,1944,,,8092960
Algeria,Lower middle income,DZA,1809,,,2583348
Algeria,Lower middle income,DZA,1998,62,8360.140625,29924664
Algeria,Lower middle income,DZA,1846,,,2818065
Algeria,Lower middle income,DZA,-4000,,,259136
Algeria,Lower middle income,DZA,2003,60,9771.6728515625,32055882
Algeria,Lower middle income,DZA,2007,59,10717.7705078125,33983836
Algeria,Lower middle income,DZA,1825,,,2713360
Algeria,Lower middle income,DZA,1826,,,2718256
Algeria,Lower middle income,DZA,1857,,,3042898
Algeria,Lower middle income,DZA,1953,,,9771686
Algeria,Lower middle income,DZA,1868,,,3393782
Algeria,Lower middle income,DZA,1974,,,15153601
Algeria,Lower middle income,DZA,1760,,,2219494
Algeria,Lower middle income,DZA,1943,,,7973182
Algeria,Lower middle income,DZA,1909,,,5355149
Algeria,Lower middle income,DZA,1999,61,8506.3349609375,30346086
Algeria,Lower middle income,DZA,1000,,,1999986
Algeria,Lower middle income,DZA,1849,,,2838059
Algeria,Lower middle income,DZA,1913,,,5533813
Algeria,Lower middle income,DZA,1914,,,5561073
Algeria,Lower middle income,DZA,1917,,,5643659
Algeria,Lower middle income,DZA,1827,,,2723162
Algeria,Lower middle income,DZA,1805,,,2545967
Algeria,Lower middle income,DZA,1878,,,3747752
Algeria,Lower middle income,DZA,1954,,,10011548
Algeria,Lower middle income,DZA,-9000,,,20150
Algeria,Lower middle income,DZA,1730,,,1984751
Algeria,Lower middle income,DZA,-8000,,,33583
Algeria,Lower middle income,DZA,-7000,,,55973
Algeria,Lower middle income,DZA,-6000,,,93289
Algeria,Lower middle income,DZA,1100,,,1949984
Algeria,Lower middle income,DZA,1978,,,17632646
Algeria,Lower middle income,DZA,1980,,,18739378
Algeria,Lower middle income,DZA,1993,59,8027.36572265625,27354326
Algeria,Lower middle income,DZA,1918,,,5672196
Algeria,Lower middle income,DZA,200,,,1920009
Algeria,Lower middle income,DZA,1995,60,7935.1689453125,28478024
Algeria,Lower middle income,DZA,1879,,,3785118
Algeria,Lower middle income,DZA,1985,,,22132910
Algeria,Lower middle income,DZA,1807,,,2564589
Algeria,Lower middle income,DZA,1942,,,7855176
Algeria,Lower middle income,DZA,1818,,,2669510
Algeria,Lower middle income,DZA,900,,,1849979
Algeria,Lower middle income,DZA,1811,,,2602278
Algeria,Lower middle income,DZA,1949,,,8726599
Algeria,Lower middle income,DZA,1824,,,2708472
Algeria,Lower middle income,DZA,2004,60,10058.42578125,32510184
Algeria,Lower middle income,DZA,2005,60,10504.8447265625,32956690
Algeria,Lower middle income,DZA,1865,,,3294259
Algeria,Lower middle income,DZA,1866,,,3327104
Algeria,Lower middle income,DZA,1867,,,3360278
Algeria,Lower middle income,DZA,1750,,,2141252
Algeria,Lower middle income,DZA,1983,,,20682110
Algeria,Lower middle income,DZA,1740,,,2063002
Algeria,Lower middle income,DZA,1908,,,5282059
Algeria,Lower middle income,DZA,1925,,,6054766
Algeria,Lower middle income,DZA,1896,,,4471114
Algeria,Lower middle income,DZA,-3000,,,431893
Algeria,Lower middle income,DZA,-1000,,,1199705
Algeria,Lower middle income,DZA,1853,,,2924503
Algeria,Lower middle income,DZA,1854,,,2953663
Algeria,Lower middle income,DZA,1994,60,7792.07421875,27937006
Algeria,Lower middle income,DZA,1877,,,3710754
Algeria,Lower middle income,DZA,1921,,,5800524
Algeria,Lower middle income,DZA,1806,,,2555261
Algeria,Lower middle income,DZA,1720,,,1906492
Algeria,Lower middle income,DZA,1804,,,2536706
Algeria,Lower middle income,DZA,1808,,,2573951
Algeria,Lower middle income,DZA,800,,,1699986
Algeria,Lower middle income,DZA,1810,,,2592813
Algeria,Lower middle income,DZA,1897,,,4514120
Algeria,Lower middle income,DZA,2002,59,9232.416015625,31624700
Algeria,Lower middle income,DZA,1823,,,2703593
Algeria,Lower middle income,DZA,1400,,,1469993
Algeria,Lower middle income,DZA,1500,,,1499995
Algeria,Lower middle income,DZA,1816,,,2650125
Algeria,Lower middle income,DZA,500,,,1806646
Algeria,Lower middle income,DZA,1984,,,21393532
Algeria,Lower middle income,DZA,1920,,,5750516
Algeria,Lower middle income,DZA,1997,61,8074.74951171875,29476030
Algeria,Lower middle income,DZA,1941,,,7734985
Algeria,Lower middle income,DZA,1906,,,5115427
Algeria,Lower middle income,DZA,1895,,,4428517
Algeria,Lower middle income,DZA,1883,,,3938347
Algeria,Lower middle income,DZA,1812,,,2611778
Algeria,Lower middle income,DZA,-2000,,,719821
Algeria,Lower middle income,DZA,1891,,,4261859
Algeria,Lower middle income,DZA,1852,,,2895631
Algeria,Lower middle income,DZA,1864,,,3261737
Algeria,Lower middle income,DZA,1700,,,1749990
Algeria,Lower middle income,DZA,1828,,,2728076
Algeria,Lower middle income,DZA,1996,61,8116.94970703125,28984640
Algeria,Lower middle income,DZA,1904,,,4954052
Algeria,Lower middle income,DZA,1905,,,5034093
Algeria,Lower middle income,DZA,1880,,,3822857
Algeria,Lower middle income,DZA,1881,,,3860973
Algeria,Lower middle income,DZA,1882,,,3899468
Algeria,Lower middle income,DZA,1926,,,6121841
Algeria,Lower middle income,DZA,1822,,,2698723
Algeria,Lower middle income,DZA,1300,,,1684987
Algeria,Lower middle income,DZA,1200,,,1899989
Algeria,Lower middle income,DZA,1992,59,8383.7587890625,26748302
Algeria,Lower middle income,DZA,1889,,,4179601
Algeria,Lower middle income,DZA,1919,,,5707777
Algeria,Lower middle income,DZA,1710,,,1828235
Algeria,Lower middle income,DZA,300,,,1881450
Algeria,Lower middle income,DZA,1940,,,7612711
Algeria,Lower middle income,DZA,700,,,1734824
Algeria,Lower middle income,DZA,1939,,,7488450
Algeria,Lower middle income,DZA,1938,,,7362298
Algeria,Lower middle income,DZA,1923,,,5922812
Algeria,Lower middle income,DZA,1884,,,3977614
Algeria,Lower middle income,DZA,1885,,,4017272
Algeria,Lower middle income,DZA,1886,,,4057326
Algeria,Lower middle income,DZA,1900,,,4664019
Algeria,Lower middle income,DZA,1600,,,2250000
Algeria,Lower middle income,DZA,1817,,,2659800
Algeria,Lower middle income,DZA,1893,,,4344537
Algeria,Lower middle income,DZA,1903,,,4875283
Algeria,Lower middle income,DZA,1899,,,4607453
Algeria,Lower middle income,DZA,600,,,1770375
Algeria,Lower middle income,DZA,1922,,,5857917
Algeria,Lower middle income,DZA,1924,,,5988425
Algeria,Lower middle income,DZA,1892,,,4303146
Algeria,Lower middle income,DZA,100,,,1959348
Algeria,Lower middle income,DZA,1898,,,4557540
Algeria,Lower middle income,DZA,1928,,,6258229
Algeria,Lower middle income,DZA,0,,,1999499
Algeria,Lower middle income,DZA,1935,,,6985082
Algeria,Lower middle income,DZA,1902,,,4797767
Algeria,Lower middle income,DZA,1931,,,6520235
Algeria,Lower middle income,DZA,1934,,,6863688
Algeria,Lower middle income,DZA,1813,,,2621312
Algeria,Lower middle income,DZA,1932,,,6627192
Algeria,Lower middle income,DZA,1937,,,7234349
Algeria,Lower middle income,DZA,1936,,,7108623
Algeria,Lower middle income,DZA,400,,,1843681
Algeria,Lower middle income,DZA,1890,,,4220676
Algeria,Lower middle income,DZA,1927,,,6189659
Algeria,Lower middle income,DZA,1930,,,6423262
Algeria,Lower middle income,DZA,1929,,,6336013
Algeria,Lower middle income,DZA,1887,,,4097778
Algeria,Lower middle income,DZA,1815,,,2640486
Algeria,Lower middle income,DZA,1894,,,4386326
Algeria,Lower middle income,DZA,1888,,,4138634
Algeria,Lower middle income,DZA,1814,,,2630882
Algeria,Lower middle income,DZA,1933,,,6744404
Algeria,Lower middle income,DZA,1901,,,4727402
American Samoa,Upper middle income,ASM,1977,,,30838
American Samoa,Upper middle income,ASM,2005,,,57277
American Samoa,Upper middle income,ASM,2016,,,50468
American Samoa,Upper middle income,ASM,1998,,,56626
American Samoa,Upper middle income,ASM,1996,,,54523
American Samoa,Upper middle income,ASM,2018,,,48445
American Samoa,Upper middle income,ASM,1999,,,57617
American Samoa,Upper middle income,ASM,1997,,,55595
American Samoa,Upper middle income,ASM,1994,,,52311
American Samoa,Upper middle income,ASM,1910,,,7469
American Samoa,Upper middle income,ASM,900,,,70
American Samoa,Upper middle income,ASM,1995,,,53421
American Samoa,Upper middle income,ASM,1900,,,6639
American Samoa,Upper middle income,ASM,800,,,46
American Samoa,Upper middle income,ASM,1976,,,30222
American Samoa,Upper middle income,ASM,2003,,,57962
American Samoa,Upper middle income,ASM,1880,,,5246
American Samoa,Upper middle income,ASM,2017,,,49486
American Samoa,Upper middle income,ASM,1890,,,5902
American Samoa,Upper middle income,ASM,1981,,,34080
American Samoa,Upper middle income,ASM,1974,,,29040
American Samoa,Upper middle income,ASM,2020,,,46216
American Samoa,Upper middle income,ASM,1991,,,49016
American Samoa,Upper middle income,ASM,1860,,,4145
American Samoa,Upper middle income,ASM,1870,,,4663
American Samoa,Upper middle income,ASM,1993,,,51195
American Samoa,Upper middle income,ASM,1988,,,44564
American Samoa,Upper middle income,ASM,1975,,,29596
American Samoa,Upper middle income,ASM,2015,,,51391
American Samoa,Upper middle income,ASM,1989,,,46310
American Samoa,Upper middle income,ASM,1740,,,2209
American Samoa,Upper middle income,ASM,1980,,,32908
American Samoa,Upper middle income,ASM,1760,,,2447
American Samoa,Upper middle income,ASM,2004,,,57653
American Samoa,Upper middle income,ASM,1992,,,50096
American Samoa,Upper middle income,ASM,2001,,,58342
American Samoa,Upper middle income,ASM,1990,,,47841
American Samoa,Upper middle income,ASM,1840,,,3720
American Samoa,Upper middle income,ASM,600,,,20
American Samoa,Upper middle income,ASM,1987,,,42859
American Samoa,Upper middle income,ASM,1986,,,41240
American Samoa,Upper middle income,ASM,1850,,,3927
American Samoa,Upper middle income,ASM,1973,,,28553
American Samoa,Upper middle income,ASM,1200,,,236
American Samoa,Upper middle income,ASM,2019,,,47341
American Samoa,Upper middle income,ASM,1955,,,19855
American Samoa,Upper middle income,ASM,1920,,,8963
American Samoa,Upper middle income,ASM,2000,,,58251
American Samoa,Upper middle income,ASM,100,,,2
American Samoa,Upper middle income,ASM,2002,,,58200
American Samoa,Upper middle income,ASM,700,,,31
American Samoa,Upper middle income,ASM,1985,,,39688
American Samoa,Upper middle income,ASM,1950,,,19057
American Samoa,Upper middle income,ASM,1951,,,19447
American Samoa,Upper middle income,ASM,1968,,,25631
American Samoa,Upper middle income,ASM,1000,,,105
American Samoa,Upper middle income,ASM,1730,,,2098
American Samoa,Upper middle income,ASM,1954,,,19783
American Samoa,Upper middle income,ASM,1750,,,2325
American Samoa,Upper middle income,ASM,2021,,,45056
American Samoa,Upper middle income,ASM,1983,,,36755
American Samoa,Upper middle income,ASM,2011,,,54334
American Samoa,Upper middle income,ASM,1930,,,10756
American Samoa,Upper middle income,ASM,500,,,13
American Samoa,Upper middle income,ASM,300,,,6
American Samoa,Upper middle income,ASM,200,,,4
American Samoa,Upper middle income,ASM,1970,,,27098
American Samoa,Upper middle income,ASM,2014,,,52234
American Samoa,Upper middle income,ASM,1972,,,28083
American Samoa,Upper middle income,ASM,1100,,,157
American Samoa,Upper middle income,ASM,1953,,,19695
American Samoa,Upper middle income,ASM,1720,,,1993
American Samoa,Upper middle income,ASM,1940,,,12908
American Samoa,Upper middle income,ASM,1982,,,35388
American Samoa,Upper middle income,ASM,1978,,,31449
American Samoa,Upper middle income,ASM,1790,,,2854
American Samoa,Upper middle income,ASM,1800,,,3005
American Samoa,Upper middle income,ASM,2012,,,53718
American Samoa,Upper middle income,ASM,2013,,,53017
American Samoa,Upper middle income,ASM,1820,,,3339
American Samoa,Upper middle income,ASM,1965,,,23414
American Samoa,Upper middle income,ASM,1830,,,3524
American Samoa,Upper middle income,ASM,1971,,,27618
American Samoa,Upper middle income,ASM,1967,,,24864
American Samoa,Upper middle income,ASM,1979,,,32071
American Samoa,Upper middle income,ASM,400,,,9
American Samoa,Upper middle income,ASM,2008,,,55909
American Samoa,Upper middle income,ASM,2010,,,54871
American Samoa,Upper middle income,ASM,1810,,,3163
American Samoa,Upper middle income,ASM,1963,,,21969
American Samoa,Upper middle income,ASM,1710,,,1894
American Samoa,Upper middle income,ASM,1984,,,38193
American Samoa,Upper middle income,ASM,1966,,,24147
American Samoa,Upper middle income,ASM,2007,,,56402
American Samoa,Upper middle income,ASM,0,,,1
American Samoa,Upper middle income,ASM,1952,,,19587
American Samoa,Upper middle income,ASM,1300,,,355
American Samoa,Upper middle income,ASM,2009,,,55386
American Samoa,Upper middle income,ASM,1600,,,1199
American Samoa,Upper middle income,ASM,1780,,,2712
American Samoa,Upper middle income,ASM,1700,,,1799
American Samoa,Upper middle income,ASM,1960,,,20107
American Samoa,Upper middle income,ASM,1770,,,2576
American Samoa,Upper middle income,ASM,2006,,,56857
American Samoa,Upper middle income,ASM,1969,,,26417
American Samoa,Upper middle income,ASM,1957,,,19965
American Samoa,Upper middle income,ASM,1962,,,21290
American Samoa,Upper middle income,ASM,1500,,,799
American Samoa,Upper middle income,ASM,1956,,,19922
American Samoa,Upper middle income,ASM,1961,,,20653
American Samoa,Upper middle income,ASM,1964,,,22682
American Samoa,Upper middle income,ASM,1400,,,533
American Samoa,Upper middle income,ASM,1959,,,19904
American Samoa,Upper middle income,ASM,1958,,,19942
Andorra,High income,AND,100,,,1244
Andorra,High income,AND,1992,,,57305
Andorra,High income,AND,300,,,1295
Andorra,High income,AND,1991,,,55455
Andorra,High income,AND,2010,,,71542
Andorra,High income,AND,1893,,,4411
Andorra,High income,AND,1969,,,18471
Andorra,High income,AND,1993,,,59177
Andorra,High income,AND,1857,,,3440
Andorra,High income,AND,1891,,,4351
Andorra,High income,AND,1870,,,3763
Andorra,High income,AND,1928,,,5141
Andorra,High income,AND,1854,,,3370
Andorra,High income,AND,1990,,,53590
Andorra,High income,AND,1994,,,61057
Andorra,High income,AND,1985,,,43834
Andorra,High income,AND,1988,,,49680
Andorra,High income,AND,1892,,,4381
Andorra,High income,AND,1987,,,47659
Andorra,High income,AND,1856,,,3417
Andorra,High income,AND,1986,,,45625
Andorra,High income,AND,1982,,,38617
Andorra,High income,AND,1890,,,4321
Andorra,High income,AND,1967,,,15768
Andorra,High income,AND,1968,,,17103
Andorra,High income,AND,0,,,1219
Andorra,High income,AND,1989,,,51661
Andorra,High income,AND,2014,,,71644
Andorra,High income,AND,1984,,,42202
Andorra,High income,AND,1819,,,2658
Andorra,High income,AND,1979,,,34167
Andorra,High income,AND,1853,,,3347
Andorra,High income,AND,1855,,,3393
Andorra,High income,AND,1981,,,37008
Andorra,High income,AND,2008,,,76073
Andorra,High income,AND,2001,,,67841
Andorra,High income,AND,1816,,,2654
Andorra,High income,AND,1817,,,2654
Andorra,High income,AND,2009,,,73879
Andorra,High income,AND,1894,,,4442
Andorra,High income,AND,1895,,,4472
Andorra,High income,AND,1995,,,62944
Andorra,High income,AND,1983,,,40456
Andorra,High income,AND,1978,,,32597
Andorra,High income,AND,2020,,,77723
Andorra,High income,AND,2021,,,79057
